url,source_path,title,current_og_image,reason,suggested_asset_path
https://tedt.org/Dorthy-Sayers-We-are-constantly-assured-that/,_posts/Quotes/1938-01-01-Dorthy-Sayers-We-are-constantly-assured-that.md,The Dogma Is the Drama – Dorothy Sayers | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/dorthy-sayers-we-are-constantly-assured-that-social.webp
https://tedt.org/Edward-Castronova-Anyone-who-sees-a-hurricane-co/,_posts/Quotes/2007-01-01-Edward-Castronova-Anyone-who-sees-a-hurricane-co.md,Warning of a Virtual Hurricane – Edward Castronova | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/edward-castronova-anyone-who-sees-a-hurricane-co-social.webp
https://tedt.org/Eric-Hoffer-Every-great-cause-begins-as-a/,_posts/Quotes/1967-01-01-Eric-Hoffer-Every-great-cause-begins-as-a.md,From Movement to Racket – Eric Hoffer | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/eric-hoffer-every-great-cause-begins-as-a-social.webp
https://tedt.org/Eric-Shinseki-If-you-don't-like-change-you'/,_posts/Quotes/2009-11-10-Eric-Shinseki-If-you-don't-like-change-you'.md,If You Don’t Like Change – Eric Shinseki | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/eric-shinseki-if-you-don-t-like-change-you-social.webp
https://tedt.org/GK-Chesterton-A-child-kicks-his-legs-rhythmi/,_posts/Quotes/1908-01-01-GK-Chesterton-A-child-kicks-his-legs-rhythmi.md,Exulting in Monotony – G.K. Chesterton | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gk-chesterton-a-child-kicks-his-legs-rhythmi-social.webp
https://tedt.org/GK-Chesterton-A-modern-man-said-Dr-Cyrus/,_posts/Quotes/1912-01-01-GK-Chesterton-A-modern-man-said-Dr-Cyrus.md,Marriage as a Duel to the Death – G.K. Chesterton | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gk-chesterton-a-modern-man-said-dr-cyrus-social.webp
https://tedt.org/GK-Chesterton-Fairy-tales-then-are-not-res/,_posts/Quotes/1909-01-01-GK-Chesterton-Fairy-tales-then-are-not-res.md,Fairy Tales Give Us St. George – G.K. Chesterton | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gk-chesterton-fairy-tales-then-are-not-res-social.webp
https://tedt.org/Gamma-World-Bestiary/Airshoon.html,_posts/Gamma World/2023-04-07-Airshoon.md,Airshoon | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-airshoon-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Alien-Shreelon.html,_posts/Gamma World/2023-04-07-Alien-Shreelon.md,Alien «Shreelon» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-alien-shreelon-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Alynor-dVrie.html,_posts/Gamma World/2023-04-07-Alynor-dVrie.md,Alynor d'Vrie | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-alynor-dvrie-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Ambush-Bug-BuTal.html,_posts/Gamma World/2023-04-07-Ambush-Bug-BuTal.md,Ambush Bug «Bu'Tal» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-ambush-bug-butal-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Ant-Giant.html,_posts/Gamma World/2023-04-07-Ant-Giant.md,Ant-Giant | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-ant-giant-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Apothecary.html,_posts/Gamma World/2023-04-07-Apothecary.md,Apothecary | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-apothecary-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Architect.html,_posts/Gamma World/2023-04-07-Architect.md,Architect | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-architect-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Arrowbeak.html,_posts/Gamma World/2023-04-07-Arrowbeak.md,Arrowbeak | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-arrowbeak-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Artrak.html,_posts/Gamma World/2023-04-07-Artrak.md,Artrak | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-artrak-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Assassin-Bug-Sintal.html,_posts/Gamma World/2023-04-07-Assassin-Bug-Sintal.md,Assassin Bug «Sin'tal» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-assassin-bug-sintal-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Axel.html,_posts/Gamma World/2023-04-07-Axel.md,Axel | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-axel-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Baby-Bronts-Moklas.html,_posts/Gamma World/2023-04-07-Baby-Bronts-Moklas.md,Baby Bronts «Moklas» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-baby-bronts-moklas-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bad-Bart-Bartholemu-Othbrook.html,_posts/Gamma World/2023-04-07-Bad-Bart-Bartholemu-Othbrook.md,Bad Bart «Bartholemu Othbrook» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bad-bart-bartholemu-othbrook-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bahrz.html,_posts/Gamma World/2023-04-07-Bahrz.md,Bahrz | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bahrz-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Baldee-EGlee.html,_posts/Gamma World/2023-04-07-Baldee-EGlee.md,Baldee «E'Glee» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-baldee-eglee-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bandit-1.html,_posts/Gamma World/2023-04-07-Bandit-1.md,Bandit 1 | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bandit-1-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bandit-2.html,_posts/Gamma World/2023-04-07-Bandit-2.md,Bandit 2 | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bandit-2-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bandit-3.html,_posts/Gamma World/2023-04-07-Bandit-3.md,Bandit 3 | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bandit-3-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bandit-4.html,_posts/Gamma World/2023-04-07-Bandit-4.md,Bandit 4 | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bandit-4-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bandit-5.html,_posts/Gamma World/2023-04-07-Bandit-5.md,Bandit 5 | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bandit-5-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bandit-Droid.html,_posts/Gamma World/2023-04-07-Bandit-Droid.md,Bandit Droid | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bandit-droid-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bandit-Muel.html,_posts/Gamma World/2023-04-07-Bandit-Muel.md,Bandit Muel | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bandit-muel-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Baner.html,_posts/Gamma World/2023-04-07-Baner.md,Baner | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-baner-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bang-Bush-Boomerth.html,_posts/Gamma World/2023-04-07-Bang-Bush-Boomerth.md,Bang Bush «Boomerth» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bang-bush-boomerth-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Barfly.html,_posts/Gamma World/2023-04-07-Barfly.md,Barfly | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-barfly-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Battle-Bot-Battlebot.html,_posts/Gamma World/2023-04-07-Battle-Bot-Battlebot.md,Battle Bot «Battlebot» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-battle-bot-battlebot-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bear.html,_posts/Gamma World/2023-04-07-Bear.md,Bear | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bear-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bearwyrm.html,_posts/Gamma World/2023-04-07-Bearwyrm.md,Bearwyrm | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bearwyrm-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Big-Daddy-Juggernaut.html,_posts/Gamma World/2023-04-07-Big-Daddy-Juggernaut.md,Big Daddy «Juggernaut» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-big-daddy-juggernaut-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Big-Horns-Rakox.html,_posts/Gamma World/2023-04-07-Big-Horns-Rakox.md,Big Horns «Rakox» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-big-horns-rakox-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bigfoot-Sasquatch.html,_posts/Gamma World/2023-04-07-Bigfoot-Sasquatch.md,Bigfoot «Sasquatch» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bigfoot-sasquatch-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bigguns-Bof.html,_posts/Gamma World/2023-04-07-Bigguns-Bof.md,Bigguns «Bof» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bigguns-bof-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bigwig-Rhya.html,_posts/Gamma World/2023-04-07-Bigwig-Rhya.md,Bigwig «Rhya» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bigwig-rhya-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Biohazard-Drone.html,_posts/Gamma World/2023-04-07-Biohazard-Drone.md,Biohazard Drone | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-biohazard-drone-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bird-Friend-Daycut.html,_posts/Gamma World/2023-04-07-Bird-Friend-Daycut.md,Bird Friend «Daycut» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bird-friend-daycut-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bird-Rulers-Carrday.html,_posts/Gamma World/2023-04-07-Bird-Rulers-Carrday.md,Bird Rulers «Carrday» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bird-rulers-carrday-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bird-of-the-Moonlight-Shoday.html,_posts/Gamma World/2023-04-07-Bird-of-the-Moonlight-Shoday.md,Bird of the Moonlight «Sho'day» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bird-of-the-moonlight-shoday-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Black-Block-Indie.html,_posts/Gamma World/2023-04-07-Black-Block-Indie.md,Black Block «Indie» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-black-block-indie-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Black-Harvester.html,_posts/Gamma World/2023-04-07-Black-Harvester.md,Black Harvester | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-black-harvester-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Black-Living-Mold-Inixon.html,_posts/Gamma World/2023-04-07-Black-Living-Mold-Inixon.md,Black Living Mold «Ini'xon» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-black-living-mold-inixon-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Black-Porcupine-Bear-Pierinhorl.html,_posts/Gamma World/2023-04-07-Black-Porcupine--Bear-Pierinhorl.md,Black Porcupine / Bear «Pierinhorl» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-black-porcupine-bear-pierinhorl-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Black-Snake-Inslith.html,_posts/Gamma World/2023-04-07-Black-Snake-Inslith.md,Black Snake «Inslith» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-black-snake-inslith-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Blend-Dog-Cark.html,_posts/Gamma World/2023-04-07-Blend-Dog-Cark.md,Blend Dog «Cark» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-blend-dog-cark-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Blend-Dog-Clark.html,_posts/Gamma World/2023-04-07-Blend-Dog-Clark.md,Blend Dog «Clark» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-blend-dog-clark-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Blob.html,_posts/Gamma World/2023-04-07-Blob.md,Blob | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-blob-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Blood-Wasp.html,_posts/Gamma World/2023-04-07-Blood-Wasp.md,Blood Wasp | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-blood-wasp-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Blue-Meanies-Ceruleans.html,_posts/Gamma World/2023-04-07-Blue-Meanies-Ceruleans.md,Blue Meanies «Ceruleans» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-blue-meanies-ceruleans-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Blue-Snail-Slimer.html,_posts/Gamma World/2023-04-07-Blue-Snail-Slimer.md,Blue Snail «Slimer» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-blue-snail-slimer-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Blue-Wing-Lajjin.html,_posts/Gamma World/2023-04-07-Blue-Wing-Lajjin.md,Blue Wing «Lajjin » | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-blue-wing-lajjin-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bob-Household-Robot-Rural-defense-model.html,_posts/Gamma World/2023-04-07-Bob-Household-Robot-Rural-defense-model.md,"Bob «Household Robot, Rural defense model» | Ted Tschopp",https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bob-household-robot-rural-defense-model-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Boneswimmer.html,_posts/Gamma World/2023-04-07-Boneswimmer.md,Boneswimmer | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-boneswimmer-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Boomblossom.html,_posts/Gamma World/2023-04-07-Boomblossom.md,Boomblossom | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-boomblossom-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Borer-Beetles-Zarn.html,_posts/Gamma World/2023-04-07-Borer-Beetles-Zarn.md,Borer Beetles «Zarn» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-borer-beetles-zarn-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Borg-Cyborg.html,_posts/Gamma World/2023-04-07-Borg-Cyborg.md,Borg «Cyborg» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-borg-cyborg-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Borg-Defense-Attack-Borg.html,_posts/Gamma World/2023-04-07-Borg-Defense-Attack-Borg.md,Borg «Defense Attack Borg» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-borg-defense-attack-borg-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Boris.html,_posts/Gamma World/2023-04-07-Boris.md,Boris | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-boris-html-social.webp
https://tedt.org/Gamma-World-Bestiary/BossBot-Supervisory-Borg.html,_posts/Gamma World/2023-04-07-BossBot-Supervisory-Borg.md,BossBot «Supervisory Borg» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bossbot-supervisory-borg-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bot-Bashers-Spitter.html,_posts/Gamma World/2023-04-07-Bot-Bashers-Spitter.md,Bot Bashers «Spitter» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bot-bashers-spitter-html-social.webp
https://tedt.org/Gamma-World-Bestiary/Bot-General-Household-Robotoid.html,_posts/Gamma World/2023-04-07-Bot-General-Household-Robotoid.md,Bot «General Household Robotoid» | Ted Tschopp,https://tedt.org/img/Site-Logo.webp,generic site logo fallback,/img/social/gamma-world-bestiary-bot-general-household-robotoid-html-social.webp
